3.029559089903865470e+02,-1.517268312347070491e+00
1.817672990423566262e+02,9.074791112824801553e-01
2.943750458272891137e+02,-1.732590484467493752e+00
2.909432010903973378e+02,-1.801805683660251400e+00
2.523120686679751259e+02,-1.858176503098108334e+00
3.277019848279496728e+02,-6.029692030770954503e-01
7.296707207813031459e+01,3.868409715514760538e+00
3.026430883380199788e+01,2.511969077150705942e+00
2.630765042376336282e+02,-1.978123978800121030e+00
2.719236442730968406e+02,-1.998309346037919987e+00
2.743116165802069304e+02,-1.991509733824812667e+00
1.810277800243853790e+02,9.461884497601638078e-01
1.445157497983121857e+02,2.741437434845253485e+00
2.959032424944811055e+02,-1.698599173815463992e+00
1.601413084161493749e+00,1.083838876211736579e+00
3.360889721123515983e+02,-2.159526452878242075e-01
9.844579073125987634e+01,3.967465802882589099e+00
8.633007027858337779e+01,3.993848047087902753e+00
3.011401649755251242e+02,-1.567714335974430995e+00
1.082246690179504895e+02,3.849512457798341725e+00
3.662464159958294374e+01,2.789710279546538274e+00
5.066157017638933979e+01,3.320245630210167498e+00
2.368851373889853207e+01,2.205292608653326880e+00
2.038816379381143520e+02,-2.145457019018959244e-01
1.809646648589917959e+02,9.494926523984870137e-01
2.963501345959807622e+02,-1.688295181529884115e+00
1.834560913269416282e+00,1.096040972237605660e+00
2.824124485819389179e+02,-1.929876800023634154e+00
3.273759287405077316e+02,-6.173740125582491967e-01
1.849468362599726277e+02,7.413059382177672463e-01
2.145839253062458170e+02,-7.028383597628216073e-01
2.445451199665142212e+02,-1.708772085446203182e+00
3.082639203010716074e+02,-1.355499487041970319e+00
2.053734659237915139e+02,-2.855502395893045886e-01
1.661725861608282457e+02,1.716994242606188159e+00
2.520387043465338479e+02,-1.853795137738939225e+00
2.750172937081761688e+02,-1.988505038927462110e+00
2.723749983817177736e+02,-1.997423023580371826e+00
2.268683458394229433e+02,-1.189354032227493807e+00
3.323317790363847024e+01,2.644143014398610880e+00
1.938368212027772017e+02,2.825274732667573119e-01
3.459761681104802733e+01,2.703428519863690038e+00
4.903935572537627507e+01,3.265480121668306701e+00
1.452342266563188105e+02,2.710668813253800380e+00
1.329630028299323214e+02,3.195381792268868981e+00
1.861601285694036676e+02,6.780774635707769171e-01
7.683552202961473654e+01,3.921160863702672028e+00
1.435117928697792706e+02,2.783971962376887710e+00
1.615169748355732438e+01,1.834544328924075707e+00
1.853496635167564932e+02,7.202990838196815515e-01
1.633662929421689398e+02,1.858756294844113643e+00
1.185023557720655987e+02,3.636392479208762296e+00
4.310346278157965827e+01,3.049953703619465717e+00
