4.153888002727157414e-02,2.237135572488965884e+00,0.000000000000000000e+00
9.487464230575316515e-01,2.649395918148020890e+00,0.000000000000000000e+00
5.046382115632411791e-01,2.760550766530051714e+00,0.000000000000000000e+00
6.399822055483639360e-02,2.442546029504002902e+00,0.000000000000000000e+00
3.565629256636532185e-01,2.504078681976665610e+00,0.000000000000000000e+00
5.454361135481896605e-01,2.475021710169149181e+00,0.000000000000000000e+00
1.939071471259846691e-01,2.077066403740238432e+00,0.000000000000000000e+00
4.270584030890558491e-01,2.925917535603280939e+00,0.000000000000000000e+00
3.637136010413845044e-01,2.430977223948328714e+00,0.000000000000000000e+00
8.299313301559905209e-01,2.042674041582196232e+00,0.000000000000000000e+00
1.144206930167939174e-01,2.915791401943029548e+00,0.000000000000000000e+00
2.401617850924177011e-01,2.795676491205241199e+00,0.000000000000000000e+00
7.054556689699009731e-01,2.245783155364172057e+00,0.000000000000000000e+00
6.678951940225440476e-01,2.665879381676742987e+00,0.000000000000000000e+00
2.846295010553447913e-01,2.527745191652739365e+00,0.000000000000000000e+00
3.113591767267466226e-01,2.390501606266262069e+00,0.000000000000000000e+00
8.438229725900932010e-01,2.114503196765751269e+00,0.000000000000000000e+00
8.950608279300820147e-01,2.744739284076703534e+00,0.000000000000000000e+00
5.339202258900145326e-01,2.467709280635797420e+00,0.000000000000000000e+00
3.210863202086639001e-01,2.240908283859711858e+00,0.000000000000000000e+00
8.646757320997294771e-01,2.747643241771303035e+00,0.000000000000000000e+00
2.308370438336115882e-01,2.950054053745660987e+00,0.000000000000000000e+00
6.714721552290030537e-01,2.995845704386536745e+00,0.000000000000000000e+00
9.997999876623540061e-01,2.259991599898903747e+00,0.000000000000000000e+00
9.612885416127516791e-01,2.340229397811919743e+00,0.000000000000000000e+00
3.068927690906646522e-01,2.138316232748808332e+00,0.000000000000000000e+00
5.595450903053773573e-01,2.436423326032483683e+00,0.000000000000000000e+00
9.489940565191589128e-01,2.424677609348520946e+00,0.000000000000000000e+00
5.126033914001818514e-01,2.977315675826845087e+00,0.000000000000000000e+00
6.402363132957850089e-01,2.911310247450034083e+00,0.000000000000000000e+00
5.689533413138203599e-02,2.012101599489401593e+00,0.000000000000000000e+00
7.547946810494042813e-01,2.004385483577152627e+00,0.000000000000000000e+00
9.340372945830862639e-01,2.897508210636248194e+00,0.000000000000000000e+00
1.586587054824585286e-01,2.694493840938891882e+00,0.000000000000000000e+00
8.686247675382731126e-01,2.201680145238552377e+00,0.000000000000000000e+00
9.011102676502864561e-01,2.764036762180938300e+00,0.000000000000000000e+00
1.936764351188957622e-02,2.789036594514825218e+00,0.000000000000000000e+00
9.179123636498012218e-01,2.184437896778435917e+00,0.000000000000000000e+00
1.046417270009102340e-01,2.134675953553874184e+00,0.000000000000000000e+00
3.138866501199136794e-01,2.538707143060380922e+00,0.000000000000000000e+00
3.406717777256378366e-01,2.229466367264457904e+00,0.000000000000000000e+00
5.849102637486096601e-01,2.950799295764393371e+00,0.000000000000000000e+00
3.517069054980198617e-01,2.133175542202719654e+00,0.000000000000000000e+00
3.674934280225095051e-02,2.230826769296785805e+00,0.000000000000000000e+00
1.469816991451794452e-01,2.901785266455374490e+00,0.000000000000000000e+00
9.239464519390933051e-01,2.528602085451856496e+00,0.000000000000000000e+00
7.474096152807541138e-01,2.871549229981791296e+00,0.000000000000000000e+00
7.532560475448012438e-01,2.238873340191712025e+00,0.000000000000000000e+00
5.465181027685716009e-01,2.974223333181797990e+00,0.000000000000000000e+00
9.741440874919119475e-01,2.164791020815968636e+00,0.000000000000000000e+00
1.372592926788041900e+00,8.102381145284937025e-01,1.000000000000000000e+00
1.412912621740729513e+00,3.809545801559834910e-01,1.000000000000000000e+00
1.923716484351360556e+00,1.626275833327138765e-01,1.000000000000000000e+00
1.656011442827735713e+00,4.779968719782454745e-01,1.000000000000000000e+00
1.006052895038447748e+00,4.394783458412263588e-01,1.000000000000000000e+00
1.356572472483071223e+00,7.479824138377257903e-01,1.000000000000000000e+00
1.826458507825196698e+00,4.320725007944741236e-01,1.000000000000000000e+00
1.575049327322701531e+00,3.390057539209068160e-01,1.000000000000000000e+00
1.622927251253987624e+00,1.237225112937950788e-01,1.000000000000000000e+00
1.208357911905789672e+00,3.535858477030640046e-04,1.000000000000000000e+00
1.261831887788179341e+00,1.665361235972632192e-01,1.000000000000000000e+00
1.477967849765568165e+00,7.558900997935917854e-01,1.000000000000000000e+00
1.617501710305913054e+00,6.299620752930621403e-01,1.000000000000000000e+00
1.024454720031095833e+00,5.349190207587550816e-02,1.000000000000000000e+00
1.762983812483265744e+00,3.623986773637145609e-01,1.000000000000000000e+00
1.020801728707053435e+00,3.123631968155349270e-03,1.000000000000000000e+00
1.656477957497137332e+00,3.209608395243581658e-01,1.000000000000000000e+00
1.649440183731577525e+00,5.144240753691323720e-01,1.000000000000000000e+00
1.748042993863519357e+00,9.982349245865145271e-01,1.000000000000000000e+00
1.227447260655611938e+00,7.874703071265600762e-01,1.000000000000000000e+00
1.631157047769893786e+00,6.129942390862261892e-01,1.000000000000000000e+00
1.274283582498251910e+00,6.631903201645805712e-01,1.000000000000000000e+00
1.210197557127236534e+00,1.522854364752957990e-01,1.000000000000000000e+00
1.779713648718627805e+00,5.917461638009190450e-01,1.000000000000000000e+00
1.357611114638725525e+00,9.132696856975394128e-01,1.000000000000000000e+00
1.631599234460663794e+00,6.913998138839447805e-01,1.000000000000000000e+00
1.279041420943374252e+00,7.169922013866623089e-01,1.000000000000000000e+00
1.475878535442353368e+00,1.207717867318711669e-01,1.000000000000000000e+00
1.054418146873010276e+00,4.596438786728748171e-01,1.000000000000000000e+00
1.159907255011278338e+00,3.558523002789870660e-01,1.000000000000000000e+00
1.615196777327271294e+00,5.229022910691513149e-01,1.000000000000000000e+00
1.470292756103901644e+00,2.033664525760023878e-01,1.000000000000000000e+00
1.032539736706627576e+00,8.511880283886510412e-01,1.000000000000000000e+00
1.076863046128667456e+00,7.150043944851588451e-01,1.000000000000000000e+00
1.093143645888333459e+00,4.367833773908380568e-01,1.000000000000000000e+00
